xcor,ycor,velocidad,timecreac,tramosid,tonelaje,
20139691,839835920,22.59,43469.03963,582,240,
20139691,839835920,22.59,43469.03965,582,240,
20139691,839835920,22.59,43469.03968,582,240,
20139061,839833610,22.77,43469.0397,582,240,
20138746,839832423,22.77,43469.03972,582,240,
20138349,839831225,22.96,43469.03975,582,240,
20138349,839831225,22.96,43469.03977,582,240,
20137869,839830026,22.59,43469.03979,582,240,
20137389,839828890,22.59,43469.03981,582,240,
20136826,839827775,22.96,43469.03984,582,240,
20136264,839826659,22.22,43469.03986,582,240,
20135212,839825158,22.22,43469.03988,582,240,
20134400,839824240,22.96,43469.03991,582,240,
20133505,839823331,22.77,43469.03993,582,240,
20132611,839822380,22.4,43469.03995,582,240,
20131228,839821065,22.22,43469.03998,582,240,
20130821,839820638,22.4,43469.04,582,240,
20129927,839819750,22.4,43469.04002,2004,240,
20129927,839819750,22.4,43469.04005,2004,240,
20128948,839818989,22.59,43469.04007,2004,240,
20126253,839817235,22.59,43469.04009,2004,240,
20125107,839816725,23.33,43469.04012,2004,240,
20125107,839816725,23.33,43469.04014,2004,240,
20123878,839816245,22.77,43469.04016,2004,240,
20122730,839815840,22.22,43469.04019,2004,240,
20120923,839815491,22.59,43469.04021,2004,240,
20119608,839815327,23.15,43469.04023,2004,240,
20118375,839815207,22.96,43469.04025,2004,240,
20117060,839815054,22.59,43469.04028,2004,240,
20115826,839814986,22.03,43469.0403,2004,240,
20114592,839814939,22.22,43469.04032,2004,240,
20113275,839814871,22.4,43469.04035,2004,240,
20111381,839814953,22.22,43469.04037,2004,240,
20110063,839815085,22.59,43469.04039,2004,240,
20108827,839815176,21.29,43469.04042,2004,240,
20107592,839815203,22.03,43469.04044,2004,240,
20106275,839815166,23.15,43469.04046,2004,240,
20105041,839815119,22.77,43469.04049,2004,240,
20105041,839815119,22.77,43469.04051,2004,240,
20103807,839815010,22.22,43469.04053,2004,240,
20101998,839814893,22.4,43469.04056,2003,240,
20100765,839814740,22.77,43469.04058,2003,240,
20099616,839814462,22.77,43469.0406,2003,240,
20098960,839814286,22.22,43469.04062,2003,240,
20097240,839813536,22.4,43469.04065,2003,240,
20096260,839812912,22.22,43469.04067,2003,240,
20095282,839812097,22.22,43469.04069,2003,240,
20094552,839811170,22.4,43469.04072,2003,240,
20093907,839810095,22.77,43469.04074,2003,240,
20093103,839808459,22.4,43469.04076,2003,240,
20092705,839807335,22.77,43469.04079,2003,240,
20092391,839806138,22.22,43469.04081,2003,240,
20092076,839804952,22.03,43469.04083,2003,240,
20091678,839803775,22.22,43469.04086,2003,240,
20091678,839803775,22.22,43469.04088,2003,240,
20091282,839802555,22.59,43469.0409,2003,240,
20090728,839800722,22.22,43469.04093,2003,240,
20090412,839799556,22.22,43469.04095,2003,240,
20090099,839798275,22.22,43469.04097,2003,240,
20089784,839797035,23.15,43469.041,25,240,
20089553,839795755,22.59,43469.04102,25,240,
20089321,839794517,22.77,43469.04104,25,240,
20088774,839792123,22.77,43469.04106,25,240,
20088459,839790926,22.59,43469.04109,25,240,
20088068,839789200,22.22,43469.04111,25,240,
20088068,839789200,22.22,43469.04113,25,240,
20087754,839788014,22.4,43469.04116,25,240,
20087439,839786817,22.59,43469.04118,25,240,
20087042,839785619,22.4,43469.0412,25,240,
20086727,839784421,22.4,43469.04123,25,240,
20086412,839783224,22.4,43469.04125,25,240,
20085941,839781392,22.4,43469.04127,86,240,
20085626,839780174,22.22,43469.0413,86,240,
20085394,839778956,22.22,43469.04132,86,240,
20085245,839777687,22.77,43469.04134,86,240,
20085012,839776470,22.77,43469.04137,86,240,
20084780,839775263,22.59,43469.04139,86,240,
20084548,839774046,22.77,43469.04141,86,240,
20084548,839774046,22.77,43469.04144,86,240,
20084316,839772808,22.77,43469.04146,86,240,
20084084,839771570,22.4,43469.04148,86,240,
20083934,839770385,22.22,43469.0415,86,240,
20083544,839768553,22.59,43469.04153,86,240,
20083230,839767303,22.22,43469.04155,86,240,
20082915,839766106,22.4,43469.04157,86,240,
20082437,839764865,23.15,43469.0416,86,240,
20081874,839763771,22.77,43469.04162,86,240,
20081145,839762737,22.22,43469.04164,86,240,
